asset_name,date,opening_value
Magas védelmû vegyes eszközalap,2025-11-19,1.0969
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-19,3.1237
Nyersanyagpiaci részvény eszközalap,2025-11-19,1.3645
Presztízs- és luxusmárkák rv. ea.,2025-11-19,3.534
USA részvény eszközalap,2025-11-19,4.5306
Ázsia kötvény eszközalap,2025-11-19,2.2732
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-20,0.9473
Euró likviditás eszközalap - D,2025-11-20,0.9261
Európai ingatlancégek részv. eszközalap,2025-11-20,1.8136
Európai kötvény eszközalap - D,2025-11-20,1.2348
Európai részvény eszközalap,2025-11-20,2.6046
Európai vállalati kötvény eszközalap,2025-11-20,1.3258
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-20,1.1393
Fejlõdõ ázsiai részvény eszközalap,2025-11-20,2.3736
Fenntartható növekedés részvény eszk.,2025-11-20,3.1463
Globális egészségügyi részvény eszk.,2025-11-20,3.5387
Globális növekedési részvény eszközalap,2025-11-20,2.1172
Kiegyensúlyozott vegyes eszközalap - D,2025-11-20,1.4234
Latin-amerikai részvény eszközalap,2025-11-20,1.2386
Magas kötvény arányú vegyes eszk. - D,2025-11-20,1.1122
Magas védelmû vegyes eszközalap,2025-11-20,1.0974
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-20,3.1141
Nyersanyagpiaci részvény eszközalap,2025-11-20,1.3693
Presztízs- és luxusmárkák rv. ea.,2025-11-20,3.544
USA részvény eszközalap,2025-11-20,4.5617
Ázsia kötvény eszközalap,2025-11-20,2.2754
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-21,0.9449
Euró likviditás eszközalap - D,2025-11-21,0.926
Európai ingatlancégek részv. eszközalap,2025-11-21,1.8018
Európai kötvény eszközalap - D,2025-11-21,1.2344
Európai részvény eszközalap,2025-11-21,2.612
Európai vállalati kötvény eszközalap,2025-11-21,1.3264
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-21,1.1465
Fejlõdõ ázsiai részvény eszközalap,2025-11-21,2.3893
Fenntartható növekedés részvény eszk.,2025-11-21,3.121
Globális egészségügyi részvény eszk.,2025-11-21,3.5438
Globális növekedési részvény eszközalap,2025-11-21,2.1084
Kiegyensúlyozott vegyes eszközalap - D,2025-11-21,1.42
Latin-amerikai részvény eszközalap,2025-11-21,1.2396
Magas kötvény arányú vegyes eszk. - D,2025-11-21,1.1105
Magas védelmû vegyes eszközalap,2025-11-21,1.0984
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-21,3.1492
Nyersanyagpiaci részvény eszközalap,2025-11-21,1.3693
Presztízs- és luxusmárkák rv. ea.,2025-11-21,3.5504
USA részvény eszközalap,2025-11-21,4.5001
Ázsia kötvény eszközalap,2025-11-21,2.284
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-22,0.9487
Euró likviditás eszközalap - D,2025-11-22,0.9262
Európai ingatlancégek részv. eszközalap,2025-11-22,1.8087
Európai kötvény eszközalap - D,2025-11-22,1.2355
Európai részvény eszközalap,2025-11-22,2.597
Európai vállalati kötvény eszközalap,2025-11-22,1.3263
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-22,1.1266
Fejlõdõ ázsiai részvény eszközalap,2025-11-22,2.3267
Fenntartható növekedés részvény eszk.,2025-11-22,3.1504
Globális egészségügyi részvény eszk.,2025-11-22,3.5412
Globális növekedési részvény eszközalap,2025-11-22,2.1328
Kiegyensúlyozott vegyes eszközalap - D,2025-11-22,1.4205
Latin-amerikai részvény eszközalap,2025-11-22,1.2197
Magas kötvény arányú vegyes eszk. - D,2025-11-22,1.1112
Magas védelmû vegyes eszközalap,2025-11-22,1.0963
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-22,3.1888
Nyersanyagpiaci részvény eszközalap,2025-11-22,1.3656
Presztízs- és luxusmárkák rv. ea.,2025-11-22,3.5704
USA részvény eszközalap,2025-11-22,4.5487
Ázsia kötvény eszközalap,2025-11-22,2.2867
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-25,0.9522
Euró likviditás eszközalap - D,2025-11-25,0.9262
Európai ingatlancégek részv. eszközalap,2025-11-25,1.8078
Európai kötvény eszközalap - D,2025-11-25,1.2362
Európai részvény eszközalap,2025-11-25,2.6069
Európai vállalati kötvény eszközalap,2025-11-25,1.3269
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-25,1.14
Fejlõdõ ázsiai részvény eszközalap,2025-11-25,2.3559
Fenntartható növekedés részvény eszk.,2025-11-25,3.1756
Globális egészségügyi részvény eszk.,2025-11-25,3.5695
Globális növekedési részvény eszközalap,2025-11-25,2.1309
Kiegyensúlyozott vegyes eszközalap - D,2025-11-25,1.4281
Latin-amerikai részvény eszközalap,2025-11-25,1.2255
Magas kötvény arányú vegyes eszk. - D,2025-11-25,1.1144
Magas védelmû vegyes eszközalap,2025-11-25,1.0972
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-25,3.1561
Nyersanyagpiaci részvény eszközalap,2025-11-25,1.3755
Presztízs- és luxusmárkák rv. ea.,2025-11-25,3.6139
USA részvény eszközalap,2025-11-25,4.6089
Ázsia kötvény eszközalap,2025-11-25,2.2871
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-25,0.9522
Euró likviditás eszközalap - D,2025-11-25,0.9262
Európai ingatlancégek részv. eszközalap,2025-11-25,1.8078
Európai kötvény eszközalap - D,2025-11-25,1.2362
Európai részvény eszközalap,2025-11-25,2.6069
Európai vállalati kötvény eszközalap,2025-11-25,1.3269
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-25,1.14
Fejlõdõ ázsiai részvény eszközalap,2025-11-25,2.3559
Fenntartható növekedés részvény eszk.,2025-11-25,3.1756
Globális egészségügyi részvény eszk.,2025-11-25,3.5695
Globális növekedési részvény eszközalap,2025-11-25,2.1309
Kiegyensúlyozott vegyes eszközalap - D,2025-11-25,1.4281
Latin-amerikai részvény eszközalap,2025-11-25,1.2255
Magas kötvény arányú vegyes eszk. - D,2025-11-25,1.1144
Magas védelmû vegyes eszközalap,2025-11-25,1.0972
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-25,3.1561
Nyersanyagpiaci részvény eszközalap,2025-11-25,1.3755
Presztízs- és luxusmárkák rv. ea.,2025-11-25,3.6139
USA részvény eszközalap,2025-11-25,4.6089
Ázsia kötvény eszközalap,2025-11-25,2.2871
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-26,0.9559
Euró likviditás eszközalap - D,2025-11-26,0.9264
Európai ingatlancégek részv. eszközalap,2025-11-26,1.8165
Európai kötvény eszközalap - D,2025-11-26,1.2382
Európai részvény eszközalap,2025-11-26,2.6271
Európai vállalati kötvény eszközalap,2025-11-26,1.3283
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-26,1.1389
Fejlõdõ ázsiai részvény eszközalap,2025-11-26,2.37
Fenntartható növekedés részvény eszk.,2025-11-26,3.2007
Globális egészségügyi részvény eszk.,2025-11-26,3.6284
Globális növekedési részvény eszközalap,2025-11-26,2.1559
Kiegyensúlyozott vegyes eszközalap - D,2025-11-26,1.4351
Latin-amerikai részvény eszközalap,2025-11-26,1.2254
Magas kötvény arányú vegyes eszk. - D,2025-11-26,1.1183
Magas védelmû vegyes eszközalap,2025-11-26,1.0982
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-26,3.1713
Nyersanyagpiaci részvény eszközalap,2025-11-26,1.3953
Presztízs- és luxusmárkák rv. ea.,2025-11-26,3.6359
USA részvény eszközalap,2025-11-26,4.644
Ázsia kötvény eszközalap,2025-11-26,2.2873
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-27,0.9581
Euró likviditás eszközalap - D,2025-11-27,0.9264
Európai ingatlancégek részv. eszközalap,2025-11-27,1.8359
Európai kötvény eszközalap - D,2025-11-27,1.2382
Európai részvény eszközalap,2025-11-27,2.6611
Európai vállalati kötvény eszközalap,2025-11-27,1.3288
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-27,1.1523
Fejlõdõ ázsiai részvény eszközalap,2025-11-27,2.3888
Fenntartható növekedés részvény eszk.,2025-11-27,3.2137
Globális egészségügyi részvény eszk.,2025-11-27,3.6513
Globális növekedési részvény eszközalap,2025-11-27,2.1553
Kiegyensúlyozott vegyes eszközalap - D,2025-11-27,1.4399
Latin-amerikai részvény eszközalap,2025-11-27,1.2472
Magas kötvény arányú vegyes eszk. - D,2025-11-27,1.1199
Magas védelmû vegyes eszközalap,2025-11-27,1.1008
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-27,3.1963
Nyersanyagpiaci részvény eszközalap,2025-11-27,1.4091
Presztízs- és luxusmárkák rv. ea.,2025-11-27,3.6545
USA részvény eszközalap,2025-11-27,4.6584
Ázsia kötvény eszközalap,2025-11-27,2.2814
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-28,0.958
Euró likviditás eszközalap - D,2025-11-28,0.9264
Európai ingatlancégek részv. eszközalap,2025-11-28,1.8526
Európai kötvény eszközalap - D,2025-11-28,1.2381
Európai részvény eszközalap,2025-11-28,2.6554
Európai vállalati kötvény eszközalap,2025-11-28,1.3291
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-28,1.146
Fejlõdõ ázsiai részvény eszközalap,2025-11-28,2.3914
Fenntartható növekedés részvény eszk.,2025-11-28,3.2136
Globális egészségügyi részvény eszk.,2025-11-28,3.6409
Globális növekedési részvény eszközalap,2025-11-28,2.1553
Kiegyensúlyozott vegyes eszközalap - D,2025-11-28,1.4398
Latin-amerikai részvény eszközalap,2025-11-28,1.2496
Magas kötvény arányú vegyes eszk. - D,2025-11-28,1.1206
Magas védelmû vegyes eszközalap,2025-11-28,1.1011
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-28,3.1987
Nyersanyagpiaci részvény eszközalap,2025-11-28,1.4093
Presztízs- és luxusmárkák rv. ea.,2025-11-28,3.6529
USA részvény eszközalap,2025-11-28,4.6583
Ázsia kötvény eszközalap,2025-11-28,2.2797
Aktív hozamfigyelõ vegyes eszközalap - D,2025-11-29,0.9585
Euró likviditás eszközalap - D,2025-11-29,0.9265
Európai ingatlancégek részv. eszközalap,2025-11-29,1.8533
Európai kötvény eszközalap - D,2025-11-29,1.2376
Európai részvény eszközalap,2025-11-29,2.6663
Európai vállalati kötvény eszközalap,2025-11-29,1.329
Fejlõdõ piaci részvény ESG eszközalap-D,2025-11-29,1.149
Fejlõdõ ázsiai részvény eszközalap,2025-11-29,2.4005
Fenntartható növekedés részvény eszk.,2025-11-29,3.2177
Globális egészségügyi részvény eszk.,2025-11-29,3.6229
Globális növekedési részvény eszközalap,2025-11-29,2.1599
Kiegyensúlyozott vegyes eszközalap - D,2025-11-29,1.4424
Latin-amerikai részvény eszközalap,2025-11-29,1.2559
Magas kötvény arányú vegyes eszk. - D,2025-11-29,1.121
Magas védelmû vegyes eszközalap,2025-11-29,1.1015
Nemz. élelmiszeripari cégek rv. ea - D,2025-11-29,3.2081
Nyersanyagpiaci részvény eszközalap,2025-11-29,1.4262
Presztízs- és luxusmárkák rv. ea.,2025-11-29,3.6715
USA részvény eszközalap,2025-11-29,4.6735
Ázsia kötvény eszközalap,2025-11-29,2.2806
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-02,0.9542
Euró likviditás eszközalap - D,2025-12-02,0.9259
Európai ingatlancégek részv. eszközalap,2025-12-02,1.8309
Európai kötvény eszközalap - D,2025-12-02,1.2333
Európai részvény eszközalap,2025-12-02,2.6646
Európai vállalati kötvény eszközalap,2025-12-02,1.3267
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-02,1.1499
Fejlõdõ ázsiai részvény eszközalap,2025-12-02,2.3938
Fenntartható növekedés részvény eszk.,2025-12-02,3.1948
Globális egészségügyi részvény eszk.,2025-12-02,3.6252
Globális növekedési részvény eszközalap,2025-12-02,2.1425
Kiegyensúlyozott vegyes eszközalap - D,2025-12-02,1.438
Latin-amerikai részvény eszközalap,2025-12-02,1.2489
Magas kötvény arányú vegyes eszk. - D,2025-12-02,1.1173
Magas védelmû vegyes eszközalap,2025-12-02,1.1016
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-02,3.2051
Nyersanyagpiaci részvény eszközalap,2025-12-02,1.4264
Presztízs- és luxusmárkák rv. ea.,2025-12-02,3.6967
USA részvény eszközalap,2025-12-02,4.6398
Ázsia kötvény eszközalap,2025-12-02,2.2684
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-02,0.9542
Euró likviditás eszközalap - D,2025-12-02,0.9259
Európai ingatlancégek részv. eszközalap,2025-12-02,1.8309
Európai kötvény eszközalap - D,2025-12-02,1.2333
Európai részvény eszközalap,2025-12-02,2.6646
Európai vállalati kötvény eszközalap,2025-12-02,1.3267
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-02,1.1499
Fejlõdõ ázsiai részvény eszközalap,2025-12-02,2.3938
Fenntartható növekedés részvény eszk.,2025-12-02,3.1948
Globális egészségügyi részvény eszk.,2025-12-02,3.6252
Globális növekedési részvény eszközalap,2025-12-02,2.1425
Kiegyensúlyozott vegyes eszközalap - D,2025-12-02,1.438
Latin-amerikai részvény eszközalap,2025-12-02,1.2489
Magas kötvény arányú vegyes eszk. - D,2025-12-02,1.1173
Magas védelmû vegyes eszközalap,2025-12-02,1.1016
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-02,3.2051
Nyersanyagpiaci részvény eszközalap,2025-12-02,1.4264
Presztízs- és luxusmárkák rv. ea.,2025-12-02,3.6967
USA részvény eszközalap,2025-12-02,4.6398
Ázsia kötvény eszközalap,2025-12-02,2.2684
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-03,0.9546
Euró likviditás eszközalap - D,2025-12-03,0.926
Európai ingatlancégek részv. eszközalap,2025-12-03,1.8327
Európai kötvény eszközalap - D,2025-12-03,1.2338
Európai részvény eszközalap,2025-12-03,2.6679
Európai vállalati kötvény eszközalap,2025-12-03,1.3273
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-03,1.1478
Fejlõdõ ázsiai részvény eszközalap,2025-12-03,2.3988
Fenntartható növekedés részvény eszk.,2025-12-03,3.1977
Globális egészségügyi részvény eszk.,2025-12-03,3.589
Globális növekedési részvény eszközalap,2025-12-03,2.1469
Kiegyensúlyozott vegyes eszközalap - D,2025-12-03,1.4386
Latin-amerikai részvény eszközalap,2025-12-03,1.261
Magas kötvény arányú vegyes eszk. - D,2025-12-03,1.1177
Magas védelmû vegyes eszközalap,2025-12-03,1.1025
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-03,3.1777
Nyersanyagpiaci részvény eszközalap,2025-12-03,1.4037
Presztízs- és luxusmárkák rv. ea.,2025-12-03,3.667
USA részvény eszközalap,2025-12-03,4.6516
Ázsia kötvény eszközalap,2025-12-03,2.2687
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-04,0.9548
Euró likviditás eszközalap - D,2025-12-04,0.9261
Európai ingatlancégek részv. eszközalap,2025-12-04,1.8262
Európai kötvény eszközalap - D,2025-12-04,1.2346
Európai részvény eszközalap,2025-12-04,2.6679
Európai vállalati kötvény eszközalap,2025-12-04,1.3282
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-04,1.1426
Fejlõdõ ázsiai részvény eszközalap,2025-12-04,2.3834
Fenntartható növekedés részvény eszk.,2025-12-04,3.1877
Globális egészségügyi részvény eszk.,2025-12-04,3.5838
Globális növekedési részvény eszközalap,2025-12-04,2.1452
Kiegyensúlyozott vegyes eszközalap - D,2025-12-04,1.439
Latin-amerikai részvény eszközalap,2025-12-04,1.2611
Magas kötvény arányú vegyes eszk. - D,2025-12-04,1.1183
Magas védelmû vegyes eszközalap,2025-12-04,1.1027
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-04,3.1804
Nyersanyagpiaci részvény eszközalap,2025-12-04,1.4187
Presztízs- és luxusmárkák rv. ea.,2025-12-04,3.6878
USA részvény eszközalap,2025-12-04,4.6335
Ázsia kötvény eszközalap,2025-12-04,2.2631
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-05,0.9542
Euró likviditás eszközalap - D,2025-12-05,0.9258
Európai ingatlancégek részv. eszközalap,2025-12-05,1.8277
Európai kötvény eszközalap - D,2025-12-05,1.2325
Európai részvény eszközalap,2025-12-05,2.6801
Európai vállalati kötvény eszközalap,2025-12-05,1.3275
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-05,1.1425
Fejlõdõ ázsiai részvény eszközalap,2025-12-05,2.3776
Fenntartható növekedés részvény eszk.,2025-12-05,3.1895
Globális egészségügyi részvény eszk.,2025-12-05,3.5708
Globális növekedési részvény eszközalap,2025-12-05,2.1681
Kiegyensúlyozott vegyes eszközalap - D,2025-12-05,1.4387
Latin-amerikai részvény eszközalap,2025-12-05,1.273
Magas kötvény arányú vegyes eszk. - D,2025-12-05,1.1173
Magas védelmû vegyes eszközalap,2025-12-05,1.1042
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-05,3.1511
Nyersanyagpiaci részvény eszközalap,2025-12-05,1.4184
Presztízs- és luxusmárkák rv. ea.,2025-12-05,3.6772
USA részvény eszközalap,2025-12-05,4.6378
Ázsia kötvény eszközalap,2025-12-05,2.2576
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-06,0.9541
Euró likviditás eszközalap - D,2025-12-06,0.9255
Európai ingatlancégek részv. eszközalap,2025-12-06,1.8189
Európai kötvény eszközalap - D,2025-12-06,1.2315
Európai részvény eszközalap,2025-12-06,2.6847
Európai vállalati kötvény eszközalap,2025-12-06,1.3263
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-06,1.1497
Fejlõdõ ázsiai részvény eszközalap,2025-12-06,2.4136
Fenntartható növekedés részvény eszk.,2025-12-06,3.1998
Globális egészségügyi részvény eszk.,2025-12-06,3.5707
Globális növekedési részvény eszközalap,2025-12-06,2.1708
Kiegyensúlyozott vegyes eszközalap - D,2025-12-06,1.4409
Latin-amerikai részvény eszközalap,2025-12-06,1.253
Magas kötvény arányú vegyes eszk. - D,2025-12-06,1.1178
Magas védelmû vegyes eszközalap,2025-12-06,1.1043
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-06,3.1728
Nyersanyagpiaci részvény eszközalap,2025-12-06,1.4276
Presztízs- és luxusmárkák rv. ea.,2025-12-06,3.6691
USA részvény eszközalap,2025-12-06,4.6625
Ázsia kötvény eszközalap,2025-12-06,2.2605
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-09,0.9508
Euró likviditás eszközalap - D,2025-12-09,0.9244
Európai ingatlancégek részv. eszközalap,2025-12-09,1.7926
Európai kötvény eszközalap - D,2025-12-09,1.2256
Európai részvény eszközalap,2025-12-09,2.6826
Európai vállalati kötvény eszközalap,2025-12-09,1.3218
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-09,1.1444
Fejlõdõ ázsiai részvény eszközalap,2025-12-09,2.4068
Fenntartható növekedés részvény eszk.,2025-12-09,3.1919
Globális egészségügyi részvény eszk.,2025-12-09,3.5316
Globális növekedési részvény eszközalap,2025-12-09,2.1541
Kiegyensúlyozott vegyes eszközalap - D,2025-12-09,1.4374
Latin-amerikai részvény eszközalap,2025-12-09,1.2388
Magas kötvény arányú vegyes eszk. - D,2025-12-09,1.1137
Magas védelmû vegyes eszközalap,2025-12-09,1.1041
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-09,3.1381
Nyersanyagpiaci részvény eszközalap,2025-12-09,1.4188
Presztízs- és luxusmárkák rv. ea.,2025-12-09,3.6517
USA részvény eszközalap,2025-12-09,4.6517
Ázsia kötvény eszközalap,2025-12-09,2.2598
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-09,0.9508
Euró likviditás eszközalap - D,2025-12-09,0.9244
Európai ingatlancégek részv. eszközalap,2025-12-09,1.7926
Európai kötvény eszközalap - D,2025-12-09,1.2256
Európai részvény eszközalap,2025-12-09,2.6826
Európai vállalati kötvény eszközalap,2025-12-09,1.3218
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-09,1.1444
Fejlõdõ ázsiai részvény eszközalap,2025-12-09,2.4068
Fenntartható növekedés részvény eszk.,2025-12-09,3.1919
Globális egészségügyi részvény eszk.,2025-12-09,3.5316
Globális növekedési részvény eszközalap,2025-12-09,2.1541
Kiegyensúlyozott vegyes eszközalap - D,2025-12-09,1.4374
Latin-amerikai részvény eszközalap,2025-12-09,1.2388
Magas kötvény arányú vegyes eszk. - D,2025-12-09,1.1137
Magas védelmû vegyes eszközalap,2025-12-09,1.1041
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-09,3.1381
Nyersanyagpiaci részvény eszközalap,2025-12-09,1.4188
Presztízs- és luxusmárkák rv. ea.,2025-12-09,3.6517
USA részvény eszközalap,2025-12-09,4.6517
Ázsia kötvény eszközalap,2025-12-09,2.2598
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-10,0.95
Euró likviditás eszközalap - D,2025-12-10,0.9246
Európai ingatlancégek részv. eszközalap,2025-12-10,1.7823
Európai kötvény eszközalap - D,2025-12-10,1.2266
Európai részvény eszközalap,2025-12-10,2.6758
Európai vállalati kötvény eszközalap,2025-12-10,1.3228
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-10,1.1361
Fejlõdõ ázsiai részvény eszközalap,2025-12-10,2.3985
Fenntartható növekedés részvény eszk.,2025-12-10,3.186
Globális egészségügyi részvény eszk.,2025-12-10,3.5263
Globális növekedési részvény eszközalap,2025-12-10,2.1404
Kiegyensúlyozott vegyes eszközalap - D,2025-12-10,1.4372
Latin-amerikai részvény eszközalap,2025-12-10,1.2353
Magas kötvény arányú vegyes eszk. - D,2025-12-10,1.1143
Magas védelmû vegyes eszközalap,2025-12-10,1.1039
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-10,3.1343
Nyersanyagpiaci részvény eszközalap,2025-12-10,1.4146
Presztízs- és luxusmárkák rv. ea.,2025-12-10,3.6299
USA részvény eszközalap,2025-12-10,4.6484
Ázsia kötvény eszközalap,2025-12-10,2.2588
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-11,0.952
Euró likviditás eszközalap - D,2025-12-11,0.9243
Európai ingatlancégek részv. eszközalap,2025-12-11,1.7792
Európai kötvény eszközalap - D,2025-12-11,1.2266
Európai részvény eszközalap,2025-12-11,2.6675
Európai vállalati kötvény eszközalap,2025-12-11,1.322
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-11,1.1381
Fejlõdõ ázsiai részvény eszközalap,2025-12-11,2.4126
Fenntartható növekedés részvény eszk.,2025-12-11,3.1971
Globális egészségügyi részvény eszk.,2025-12-11,3.5003
Globális növekedési részvény eszközalap,2025-12-11,2.1447
Kiegyensúlyozott vegyes eszközalap - D,2025-12-11,1.439
Latin-amerikai részvény eszközalap,2025-12-11,1.2351
Magas kötvény arányú vegyes eszk. - D,2025-12-11,1.1148
Magas védelmû vegyes eszközalap,2025-12-11,1.1025
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-11,3.1413
Nyersanyagpiaci részvény eszközalap,2025-12-11,1.4131
Presztízs- és luxusmárkák rv. ea.,2025-12-11,3.6072
USA részvény eszközalap,2025-12-11,4.6767
Ázsia kötvény eszközalap,2025-12-11,2.2614
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-12,0.9519
Euró likviditás eszközalap - D,2025-12-12,0.9246
Európai ingatlancégek részv. eszközalap,2025-12-12,1.781
Európai kötvény eszközalap - D,2025-12-12,1.2281
Európai részvény eszközalap,2025-12-12,2.6897
Európai vállalati kötvény eszközalap,2025-12-12,1.3229
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-12,1.1329
Fejlõdõ ázsiai részvény eszközalap,2025-12-12,2.3812
Fenntartható növekedés részvény eszk.,2025-12-12,3.1803
Globális egészségügyi részvény eszk.,2025-12-12,3.5417
Globális növekedési részvény eszközalap,2025-12-12,2.1425
Kiegyensúlyozott vegyes eszközalap - D,2025-12-12,1.4384
Latin-amerikai részvény eszközalap,2025-12-12,1.2504
Magas kötvény arányú vegyes eszk. - D,2025-12-12,1.1152
Magas védelmû vegyes eszközalap,2025-12-12,1.1059
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-12,3.1408
Nyersanyagpiaci részvény eszközalap,2025-12-12,1.4392
Presztízs- és luxusmárkák rv. ea.,2025-12-12,3.6817
USA részvény eszközalap,2025-12-12,4.6416
Ázsia kötvény eszközalap,2025-12-12,2.2531
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-13,0.9482
Euró likviditás eszközalap - D,2025-12-13,0.9246
Európai ingatlancégek részv. eszközalap,2025-12-13,1.7783
Európai kötvény eszközalap - D,2025-12-13,1.2272
Európai részvény eszközalap,2025-12-13,2.6767
Európai vállalati kötvény eszközalap,2025-12-13,1.3227
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-13,1.1328
Fejlõdõ ázsiai részvény eszközalap,2025-12-13,2.3961
Fenntartható növekedés részvény eszk.,2025-12-13,3.1543
Globális egészségügyi részvény eszk.,2025-12-13,3.5468
Globális növekedési részvény eszközalap,2025-12-13,2.1254
Kiegyensúlyozott vegyes eszközalap - D,2025-12-13,1.433
Latin-amerikai részvény eszközalap,2025-12-13,1.2487
Magas kötvény arányú vegyes eszk. - D,2025-12-13,1.1126
Magas védelmû vegyes eszközalap,2025-12-13,1.1041
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-13,3.1404
Nyersanyagpiaci részvény eszközalap,2025-12-13,1.4348
Presztízs- és luxusmárkák rv. ea.,2025-12-13,3.6856
USA részvény eszközalap,2025-12-13,4.6073
Ázsia kötvény eszközalap,2025-12-13,2.2463
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-16,0.9486
Euró likviditás eszközalap - D,2025-12-16,0.9249
Európai ingatlancégek részv. eszközalap,2025-12-16,1.7763
Európai kötvény eszközalap - D,2025-12-16,1.2279
Európai részvény eszközalap,2025-12-16,2.6897
Európai vállalati kötvény eszközalap,2025-12-16,1.3236
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-16,1.1327
Fejlõdõ ázsiai részvény eszközalap,2025-12-16,2.3763
Fenntartható növekedés részvény eszk.,2025-12-16,3.1511
Globális egészségügyi részvény eszk.,2025-12-16,3.5829
Globális növekedési részvény eszközalap,2025-12-16,2.1284
Kiegyensúlyozott vegyes eszközalap - D,2025-12-16,1.4312
Latin-amerikai részvény eszközalap,2025-12-16,1.2696
Magas kötvény arányú vegyes eszk. - D,2025-12-16,1.1123
Magas védelmû vegyes eszközalap,2025-12-16,1.1064
Nemz. élelmiszeripari cégek rv. ea - D,2025-12-16,3.1607
Nyersanyagpiaci részvény eszközalap,2025-12-16,1.4342
Presztízs- és luxusmárkák rv. ea.,2025-12-16,3.7025
USA részvény eszközalap,2025-12-16,4.588
Ázsia kötvény eszközalap,2025-12-16,2.245
Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-16,0.9486
Euró likviditás eszközalap - D,2025-12-16,0.9249
Európai ingatlancégek részv. eszközalap,2025-12-16,1.7763
Európai kötvény eszközalap - D,2025-12-16,1.2279
Európai részvény eszközalap,2025-12-16,2.6897
Európai vállalati kötvény eszközalap,2025-12-16,1.3236
Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-16,1.1327
Fejlõdõ ázsiai részvény eszközalap,2025-12-16,2.3763
Fenntartható növekedés részvény eszk.,2025-12-16,3.1511
Globális egészségügyi részvény eszk.,2025-12-16,3.5829
Globális növekedési részvény eszközalap,2025-12-16,2.1284
Kiegyensúlyozott vegyes eszközalap - D,2025-12-16,1.4312
Latin-amerikai részvény eszközalap,2025-12-16,1.2696
